NS_SQUID,F_SQUID,NS_Fluxgate,EW_Fluxgate,Z_Fluxgate
127.7812,10.9618,10939.7884,-79.0524,-22665.7204
127.7826,10.9785,10939.7884,-79.0524,-22665.7204
127.7858,10.9932,10939.8126,-79.0513,-22665.7146
127.7884,10.9981,10939.8126,-79.0513,-22665.7146
127.7882,11.0115,10939.815,-79.066,-22665.7056
127.7883,11.0087,10939.8074,-79.0294,-22665.6286
127.7878,11.0172,10939.8074,-79.0294,-22665.6286
127.7908,11.0208,10939.8172,-79.0029,-22665.6433
127.7935,11.0216,10939.8172,-79.0029,-22665.6433
127.795,11.0086,10939.8174,-78.9943,-22665.6446
127.7949,11.0432,10939.8534,-78.9634,-22665.6304
127.7975,11.0432,10939.8534,-78.9634,-22665.6304
127.7972,11.0493,10939.8597,-79.0742,-22665.5863
127.7986,11.0508,10939.8569,-79.1002,-22665.5837
127.798,11.0499,10939.8569,-79.1002,-22665.5837
127.798,11.035,10939.8666,-79.4112,-22665.6184
127.7989,11.0164,10939.8666,-79.4112,-22665.6184
127.7983,10.9951,10939.8633,-79.4717,-22665.5856
127.7975,10.9837,10939.855,-79.4302,-22665.5753
127.7983,10.9663,10939.855,-79.4302,-22665.5753
127.7968,10.9554,10939.8237,-79.1333,-22665.5493
127.7976,10.9518,10939.8237,-79.1333,-22665.5493
127.7982,10.9407,10939.8049,-79.0536,-22665.5784
127.7992,10.9314,10939.8086,-79.0299,-22665.6054
127.8018,10.9378,10939.8086,-79.0299,-22665.6054
127.8035,10.9301,10939.7994,-79.0282,-22665.7073
127.8041,10.9192,10939.7994,-79.0282,-22665.7073
127.805,10.9183,10939.8131,-79.1263,-22665.7475
127.8059,10.9078,10939.8195,-79.2017,-22665.7636
127.8075,10.9055,10939.8195,-79.2017,-22665.7636
127.8079,10.9075,10939.8415,-79.4168,-22665.7534
127.8108,10.8992,10939.8415,-79.4168,-22665.7534
127.8135,10.8932,10939.8374,-79.4428,-22665.6757
127.815,10.8802,10939.8408,-79.4394,-22665.6426
127.8177,10.8446,10939.8408,-79.4394,-22665.6426
127.8201,10.8496,10939.8466,-79.4796,-22665.5736
127.8228,10.8363,10939.8466,-79.4796,-22665.5736
127.8254,10.8298,10939.8558,-79.468,-22665.6155
127.8249,10.8297,10939.8483,-79.5087,-22665.6036
127.8255,10.8199,10939.8483,-79.5087,-22665.6036
127.8269,10.8182,10939.8515,-79.4868,-22665.6962
127.8273,10.8141,10939.8515,-79.4868,-22665.6962
127.8275,10.8129,10939.8372,-79.4257,-22665.7265
127.8289,10.8164,10939.8272,-79.2078,-22665.7471
127.83,10.8073,10939.8272,-79.2078,-22665.7471
127.831,10.8053,10939.8263,-79.2027,-22665.8084
127.8318,10.8088,10939.8263,-79.2027,-22665.8084
127.8331,10.8089,10939.8312,-79.2398,-22665.8015
127.8351,10.7984,10939.822,-79.2811,-22665.8034
127.8331,10.8027,10939.822,-79.2811,-22665.8034
127.8365,10.8003,10939.7987,-79.0676,-22665.6662
127.8378,10.7853,10939.7987,-79.0676,-22665.6662
127.8376,10.7772,10939.7985,-79.0657,-22665.6516
127.8387,10.7618,10939.8068,-79.3127,-22665.5786
127.8385,10.7505,10939.8068,-79.3127,-22665.5786
127.8383,10.7426,10939.817,-79.5066,-22665.5791
127.8392,10.7332,10939.818,-79.5053,-22665.5765
127.8383,10.7293,10939.818,-79.5053,-22665.5765
127.8383,10.7242,10939.8399,-79.4505,-22665.6407
127.8384,10.7042,10939.8399,-79.4505,-22665.6407
127.8379,10.7119,10939.8454,-79.5118,-22665.6427
127.8384,10.7117,10939.8437,-79.5409,-22665.6372
127.8399,10.7196,10939.8437,-79.5409,-22665.6372
127.8423,10.7201,10939.8432,-79.5587,-22665.6641
127.8434,10.7201,10939.8432,-79.5587,-22665.6641
127.8443,10.7168,10939.8546,-79.522,-22665.7328
127.8445,10.7164,10939.8567,-79.5191,-22665.7388
127.8445,10.7157,10939.8567,-79.5191,-22665.7388
127.8437,10.7204,10939.8555,-79.5642,-22665.7918
127.8429,10.7243,10939.8555,-79.5642,-22665.7918
127.8424,10.7255,10939.8445,-79.5818,-22665.7256
127.845,10.7188,10939.8486,-79.5566,-22665.747
127.8453,10.7183,10939.8486,-79.5566,-22665.747
127.8447,10.7121,10939.8339,-79.5621,-22665.6587
127.8459,10.7204,10939.8339,-79.5621,-22665.6587
127.8453,10.7279,10939.8321,-79.601,-22665.6654
127.8459,10.7209,10939.8245,-79.6476,-22665.6436
127.845,10.7227,10939.8245,-79.6476,-22665.6436
127.845,10.7241,10939.8431,-79.5687,-22665.6606
127.8451,10.7244,10939.8431,-79.5687,-22665.6606
127.8459,10.7259,10939.8539,-79.5147,-22665.6674
127.8473,10.7254,10939.8692,-79.4514,-22665.6996
127.8435,10.7331,10939.8692,-79.4514,-22665.6996
127.8434,10.7307,10939.873,-79.421,-22665.6692
127.8449,10.7141,10939.873,-79.421,-22665.6692
127.8439,10.711,10939.8617,-79.4355,-22665.6425
127.8445,10.7266,10939.859,-79.3622,-22665.5904
127.844,10.7272,10939.859,-79.3622,-22665.5904
127.8434,10.7254,10939.845,-79.375,-22665.5944
127.8433,10.7175,10939.845,-79.375,-22665.5944
127.8442,10.716,10939.8452,-79.366,-22665.621
127.8419,10.7056,10939.8485,-79.3682,-22665.7201
127.8432,10.7047,10939.8485,-79.3682,-22665.7201
127.8466,10.7153,10939.8521,-79.3992,-22665.8032
127.8491,10.7441,10939.8521,-79.3992,-22665.8032
127.8526,10.7587,10939.8537,-79.3986,-22665.8061
127.8557,10.7779,10939.838,-79.395,-22665.7801
127.8558,10.8042,10939.838,-79.395,-22665.7801
127.8585,10.8171,10939.8382,-79.3361,-22665.7801
127.8599,10.8341,10939.8382,-79.3361,-22665.7801
127.8596,10.8438,10939.8382,-79.3361,-22665.7801
127.8598,10.8388,10939.8444,-79.4195,-22665.8068
127.8587,10.8377,10939.8444,-79.4195,-22665.8068
127.8601,10.8461,10939.8477,-79.4328,-22665.828
127.8612,10.8548,10939.8474,-79.4322,-22665.8296
127.8591,10.8563,10939.8474,-79.4322,-22665.8296
127.8597,10.8537,10939.8488,-79.3413,-22665.7736
127.8574,10.8578,10939.8488,-79.3413,-22665.7736
127.8568,10.8581,10939.8379,-79.112,-22665.7277
127.8535,10.8561,10939.8371,-79.0771,-22665.712
127.8498,10.8472,10939.8371,-79.0771,-22665.712
127.8493,10.8671,10939.8331,-78.9171,-22665.7226
127.8486,10.8754,10939.8331,-78.9171,-22665.7226
127.8472,10.8824,10939.8316,-78.8946,-22665.7296
127.8467,10.8894,10939.8348,-78.8988,-22665.7382
127.8474,10.8854,10939.8348,-78.8988,-22665.7382
127.846,10.8944,10939.842,-78.8081,-22665.6888
127.8468,10.8912,10939.842,-78.8081,-22665.6888
127.8472,10.8922,10939.8343,-78.821,-22665.6318
127.8452,10.9021,10939.8329,-78.8116,-22665.6216
127.8435,10.8954,10939.8329,-78.8116,-22665.6216
127.8422,10.8971,10939.806,-78.903,-22665.6863
127.8413,10.9031,10939.806,-78.903,-22665.6863
127.8415,10.895,10939.8117,-78.897,-22665.7076
127.8406,10.8888,10939.8119,-78.9688,-22665.7133
127.8392,10.8931,10939.8119,-78.9688,-22665.7133
127.8362,10.8887,10939.8253,-79.227,-22665.6705
127.8362,10.8882,10939.8253,-79.227,-22665.6705
127.8391,10.8836,10939.8228,-79.3247,-22665.6633
127.8366,10.8774,10939.8117,-79.3958,-22665.6645
127.8361,10.8632,10939.8117,-79.3958,-22665.6645
127.8352,10.8553,10939.8058,-79.3655,-22665.6885
127.8359,10.8546,10939.8058,-79.3655,-22665.6885
127.8361,10.8407,10939.8033,-79.3783,-22665.7452
127.8388,10.821,10939.817,-79.4145,-22665.7761
127.8379,10.8005,10939.817,-79.4145,-22665.7761
127.8382,10.8249,10939.8393,-79.3776,-22665.844
127.8387,10.8343,10939.8393,-79.3776,-22665.844
127.8374,10.8303,10939.8418,-79.3785,-22665.8356
127.8393,10.8343,10939.8437,-79.3795,-22665.8194
127.8425,10.8273,10939.8437,-79.3795,-22665.8194
127.8435,10.8277,10939.8368,-79.401,-22665.7068
127.8424,10.8304,10939.8368,-79.401,-22665.7068
127.8435,10.8361,10939.8362,-79.4088,-22665.6997
127.8446,10.8336,10939.842,-79.4165,-22665.6542
127.842,10.8248,10939.842,-79.4165,-22665.6542
127.8439,10.8383,10939.8368,-79.4822,-22665.6996
127.8343,10.7653,10939.8365,-79.4757,-22665.6978
127.8208,10.5334,10939.8365,-79.4757,-22665.6978
127.819,10.3711,10939.8301,-79.3913,-22665.7463
127.8212,10.3105,10939.8301,-79.3913,-22665.7463
127.8236,10.2771,10939.8395,-79.3586,-22665.8351
127.8261,10.2573,10939.8364,-79.3564,-22665.8494
127.8292,10.2472,10939.8364,-79.3564,-22665.8494
127.8317,10.2419,10939.8269,-79.3264,-22666.0234
127.8355,10.2511,10939.8269,-79.3264,-22666.0234
127.8403,10.2696,10939.7965,-79.3172,-22666.1069
127.8431,10.281,10939.7998,-79.3466,-22666.1318
127.8455,10.2916,10939.7998,-79.3466,-22666.1318
127.8474,10.2923,10939.7846,-79.43,-22666.2266
127.8489,10.2936,10939.7846,-79.43,-22666.2266
127.8506,10.3138,10939.7896,-79.4309,-22666.1921
127.8534,10.3169,10939.7794,-79.3403,-22666.2014
127.8536,10.3278,10939.7794,-79.3403,-22666.2014
127.8529,10.3396,10939.7769,-79.1003,-22666.1594
127.8545,10.3474,10939.7769,-79.1003,-22666.1594
127.8562,10.3447,10939.7783,-78.9806,-22666.1838
127.8557,10.344,10939.7925,-78.9655,-22666.224
127.8556,10.3451,10939.7925,-78.9655,-22666.224
127.8564,10.3361,10939.7832,-78.9269,-22666.2036
127.8578,10.3294,10939.7832,-78.9269,-22666.2036
127.8582,10.3291,10939.7692,-78.8932,-22666.1966
127.8587,10.3239,10939.7625,-78.8308,-22666.1317
127.8623,10.3254,10939.7625,-78.8308,-22666.1317
127.8602,10.3254,10939.7683,-78.9218,-22666.0897
127.857,10.3216,10939.7683,-78.9218,-22666.0897
127.8557,10.3153,10939.7765,-79.0103,-22666.0932
127.8572,10.3019,10939.7809,-79.2565,-22666.0947
127.8575,10.2802,10939.7809,-79.2565,-22666.0947
127.8608,10.272,10939.7922,-79.5457,-22666.0563
127.8624,10.2897,10939.7922,-79.5457,-22666.0563
127.8621,10.276,10939.793,-79.5492,-22666.0504
127.862,10.2701,10939.7991,-79.5623,-22666.0147
127.8637,10.2769,10939.7991,-79.5623,-22666.0147
127.8647,10.2711,10939.7783,-79.4458,-22666.0386
127.8638,10.2533,10939.7783,-79.4458,-22666.0386
127.8641,10.2663,10939.7766,-79.4503,-22666.0272
127.8636,10.2728,10939.7663,-79.4154,-22666.0259
127.8643,10.2918,10939.7663,-79.4154,-22666.0259
127.8674,10.294,10939.7763,-79.4133,-22666.0881
127.8689,10.2909,10939.7778,-79.4134,-22666.0881
127.8704,10.291,10939.7778,-79.4134,-22666.0881
127.874,10.2905,10939.7813,-79.3964,-22666.0908
127.8751,10.2983,10939.7813,-79.3964,-22666.0908
127.8741,10.2999,10939.789,-79.4412,-22666.0454
127.8779,10.3027,10939.7904,-79.4489,-22666.0332
127.8741,10.3092,10939.7904,-79.4489,-22666.0332
127.8678,10.2832,10939.7834,-79.4637,-22666.0095
127.8689,10.2798,10939.7834,-79.4637,-22666.0095
127.8705,10.2651,10939.7758,-79.4283,-22665.9507
127.8713,10.2645,10939.7706,-79.4206,-22665.9337
127.872,10.2716,10939.7706,-79.4206,-22665.9337
127.871,10.2654,10939.7635,-79.3878,-22665.9028
127.8725,10.268,10939.7635,-79.3878,-22665.9028
127.8728,10.2622,10939.7535,-79.3904,-22665.914
127.8764,10.2592,10939.7598,-79.3546,-22665.9453
127.8771,10.2456,10939.7598,-79.3546,-22665.9453
127.8777,10.2407,10939.7522,-79.3632,-22665.9893
127.8793,10.2436,10939.7522,-79.3632,-22665.9893
127.8798,10.238,10939.7515,-79.3237,-22665.9948
127.8802,10.2291,10939.7461,-79.3299,-22666.0076
127.8826,10.2329,10939.7461,-79.3299,-22666.0076
127.8826,10.2387,10939.7591,-79.2703,-22665.9407
127.8842,10.2381,10939.7591,-79.2703,-22665.9407
127.8846,10.2361,10939.767,-79.2604,-22665.9505
127.8855,10.2305,10939.7823,-79.2659,-22665.9754
127.8862,10.242,10939.7823,-79.2659,-22665.9754
127.8871,10.2318,10939.799,-79.2933,-22666.143
127.8885,10.233,10939.799,-79.2933,-22666.143
127.89,10.2297,10939.7996,-79.2823,-22666.175
127.8887,10.2372,10939.7939,-79.3164,-22666.1871
127.8897,10.2413,10939.7939,-79.3164,-22666.1871
127.8908,10.2365,10939.7838,-79.3602,-22666.1482
127.8902,10.2388,10939.7838,-79.3602,-22666.1482
127.8918,10.2334,10939.7821,-79.3825,-22666.1566
127.8928,10.2603,10939.7715,-79.3738,-22666.1681
127.8911,10.2651,10939.7715,-79.3738,-22666.1681
127.8913,10.2698,10939.7657,-79.383,-22666.2236
127.8919,10.2716,10939.7657,-79.383,-22666.2236
127.8923,10.2703,10939.7641,-79.388,-22666.2167
127.8932,10.2774,10939.7658,-79.4364,-22666.0455
127.8935,10.2857,10939.7658,-79.4364,-22666.0455
127.8927,10.2982,10939.7583,-79.4174,-22665.828
127.8938,10.2951,10939.7583,-79.4174,-22665.828
127.8948,10.2933,10939.7583,-79.4174,-22665.828
127.8929,10.2932,10939.759,-79.4253,-22665.7998
127.8929,10.2839,10939.759,-79.4253,-22665.7998
127.8941,10.2928,10939.7601,-79.4627,-22665.8957
127.9033,10.2901,10939.7644,-79.457,-22665.9124
127.903,10.2939,10939.7644,-79.457,-22665.9124
127.9103,10.2817,10939.7758,-79.4044,-22665.9773
127.9022,10.2746,10939.7758,-79.4044,-22665.9773
127.8974,10.2791,10939.7958,-79.229,-22665.9894
127.8924,10.2818,10939.787,-79.1861,-22665.9508
127.8933,10.29,10939.787,-79.1861,-22665.9508
127.8925,10.2941,10939.7847,-78.93,-22665.9813
127.8937,10.3089,10939.7847,-78.93,-22665.9813
127.8911,10.3251,10939.7859,-79.009,-22665.9903
127.8923,10.3162,10939.7974,-79.1121,-22666.0183
127.8942,10.3235,10939.7974,-79.1121,-22666.0183
127.8943,10.3359,10939.8089,-79.4865,-22666.0597
127.8907,10.3522,10939.8089,-79.4865,-22666.0597
127.8921,10.3604,10939.8001,-79.4445,-22665.984
127.8933,10.3756,10939.7901,-79.3701,-22665.9539
127.8925,10.3929,10939.7901,-79.3701,-22665.9539
127.8953,10.4063,10939.7923,-79.078,-22665.814
127.8965,10.4079,10939.7923,-79.078,-22665.814
127.8961,10.4159,10939.7895,-79.0046,-22665.8499
127.8953,10.4331,10939.7882,-78.9856,-22665.8398
127.8937,10.4315,10939.7882,-78.9856,-22665.8398
127.8948,10.4293,10939.7773,-79.2558,-22665.893
127.894,10.4229,10939.7773,-79.2558,-22665.893
127.8956,10.4447,10939.7753,-79.3461,-22665.9219
127.8928,10.4528,10939.777,-79.5566,-22666.0072
127.8924,10.4576,10939.777,-79.5566,-22666.0072
127.8918,10.457,10939.7705,-79.5043,-22666.0435
127.8966,10.4745,10939.7705,-79.5043,-22666.0435
127.9023,10.5732,10939.7683,-79.5008,-22666.0154
127.909,10.7354,10939.7681,-79.4564,-22665.9884
127.9116,10.8236,10939.7681,-79.4564,-22665.9884
127.9064,10.8658,10939.7854,-79.4551,-22666.014
127.9043,10.8915,10939.7854,-79.4551,-22666.014
127.9014,10.9085,10939.7917,-79.4494,-22666.0021
127.8971,10.9223,10939.8045,-79.4966,-22665.9568
127.8942,10.9296,10939.8045,-79.4966,-22665.9568
127.8895,10.9477,10939.8058,-79.6059,-22665.7602
127.8862,10.9536,10939.8058,-79.6059,-22665.7602
127.8837,10.963,10939.803,-79.6102,-22665.7726
127.8813,10.9603,10939.7909,-79.649,-22665.5362
127.8791,10.9667,10939.7909,-79.649,-22665.5362
127.8772,10.9691,10939.793,-79.6408,-22665.4726
127.8758,10.9693,10939.7903,-79.6389,-22665.473
127.8726,10.9679,10939.7903,-79.6389,-22665.473
127.8693,10.9626,10939.78,-79.6303,-22665.4448
127.8678,10.9608,10939.78,-79.6303,-22665.4448
127.867,10.9569,10939.7783,-79.5715,-22665.3519
127.8644,10.9478,10939.7761,-79.5605,-22665.3101
127.8638,10.9629,10939.7761,-79.5605,-22665.3101
127.863,10.9748,10939.7906,-79.5398,-22665.2704
127.861,10.9523,10939.7906,-79.5398,-22665.2704
127.8584,10.9361,10939.7836,-79.5711,-22665.3398
127.8561,10.9418,10939.7878,-79.5569,-22665.3759
127.855,10.9275,10939.7878,-79.5569,-22665.3759
127.8528,10.909,10939.7918,-79.5316,-22665.437
127.8518,10.8978,10939.7918,-79.5316,-22665.437
127.8505,10.9189,10939.7899,-79.4959,-22665.4042
127.849,10.9165,10939.7843,-79.4992,-22665.3835
127.849,10.9215,10939.7843,-79.4992,-22665.3835
127.8478,10.9157,10939.7841,-79.5286,-22665.3856
127.8474,10.9089,10939.7841,-79.5286,-22665.3856
127.8453,10.9134,10939.7899,-79.4918,-22665.4152
127.8447,10.9137,10939.7992,-79.5131,-22665.4524
127.8434,10.9168,10939.7992,-79.5131,-22665.4524
127.8411,10.9201,10939.8038,-79.4997,-22665.4362
127.8426,10.917,10939.8038,-79.4997,-22665.4362
127.8409,10.9182,10939.8124,-79.5279,-22665.4342
127.8402,10.9166,10939.8022,-79.5176,-22665.3811
127.8377,10.9161,10939.8022,-79.5176,-22665.3811
127.8396,10.9151,10939.7969,-79.5212,-22665.3865
127.8376,10.9082,10939.7969,-79.5212,-22665.3865
127.838,10.9114,10939.7887,-79.5126,-22665.4166
127.8354,10.8921,10939.7961,-79.5264,-22665.4354
127.8356,10.9163,10939.7961,-79.5264,-22665.4354
127.8343,10.9158,10939.8178,-79.4692,-22665.513
127.8334,10.918,10939.8178,-79.4692,-22665.513
127.8318,10.9225,10939.8163,-79.4676,-22665.5274
127.8298,10.9143,10939.8161,-79.4513,-22665.6032
127.8305,10.9063,10939.8161,-79.4513,-22665.6032
127.828,10.9087,10939.8036,-79.4635,-22665.6433
127.8263,10.9095,10939.8036,-79.4635,-22665.6433
127.8249,10.8982,10939.8036,-79.4633,-22665.6436
127.8242,10.9059,10939.8119,-79.4464,-22665.6011
127.824,10.9012,10939.8119,-79.4464,-22665.6011
127.8252,10.903,10939.8061,-79.4304,-22665.557
127.8253,10.8935,10939.8063,-79.4297,-22665.561
127.8216,10.9007,10939.8063,-79.4297,-22665.561
127.8201,10.9035,10939.8013,-79.4093,-22665.5848
127.8186,10.9051,10939.8013,-79.4093,-22665.5848
127.8156,10.8847,10939.8025,-79.4459,-22665.5749
127.8115,10.8273,10939.8041,-79.442,-22665.5504
127.8121,10.8181,10939.8041,-79.442,-22665.5504
127.8122,10.806,10939.8144,-79.4783,-22665.6047
127.8129,10.8142,10939.8144,-79.4783,-22665.6047
127.8114,10.8091,10939.8095,-79.5146,-22665.6522
127.8091,10.8096,10939.8086,-79.5097,-22665.6766
127.8076,10.7978,10939.8086,-79.5097,-22665.6766
127.8052,10.8024,10939.7896,-79.4541,-22665.6957
127.8052,10.8051,10939.7896,-79.4541,-22665.6957
127.8034,10.7953,10939.7975,-79.4068,-22665.6905
127.8025,10.8007,10939.7992,-79.4131,-22665.6821
127.8014,10.8149,10939.7992,-79.4131,-22665.6821
127.8002,10.8084,10939.8214,-79.4904,-22665.6942
127.7986,10.7872,10939.8214,-79.4904,-22665.6942
127.7985,10.7872,10939.8174,-79.5194,-22665.741
127.7983,10.7883,10939.8187,-79.5126,-22665.7212
127.7963,10.7883,10939.8187,-79.5126,-22665.7212
127.7951,10.7889,10939.7937,-79.5113,-22665.761
127.7946,10.7862,10939.7937,-79.5113,-22665.761
127.7933,10.7894,10939.7963,-79.4802,-22665.7464
127.7927,10.7915,10939.8049,-79.4583,-22665.7879
127.7905,10.7924,10939.8049,-79.4583,-22665.7879
127.788,10.79,10939.8192,-79.4178,-22665.7528
127.7863,10.7805,10939.8192,-79.4178,-22665.7528
127.7841,10.7764,10939.8106,-79.4214,-22665.7614
127.7837,10.7682,10939.7992,-79.4113,-22665.7965
127.7796,10.7683,10939.7992,-79.4113,-22665.7965
127.7813,10.7616,10939.7902,-79.3823,-22665.7721
127.7772,10.7612,10939.7902,-79.3823,-22665.7721
127.7789,10.7626,10939.7942,-79.3705,-22665.7775
127.7782,10.7606,10939.785,-79.3431,-22665.6993
127.7768,10.7469,10939.785,-79.3431,-22665.6993
127.7752,10.7396,10939.7803,-79.3707,-22665.6633
127.7705,10.7438,10939.7803,-79.3707,-22665.6633
127.7691,10.7557,10939.7755,-79.384,-22665.6425
127.7698,10.7502,10939.7784,-79.4166,-22665.6983
127.7684,10.739,10939.7784,-79.4166,-22665.6983
127.7665,10.7401,10939.7565,-79.4662,-22665.6887
127.7668,10.7386,10939.7565,-79.4662,-22665.6887
127.7659,10.7361,10939.7565,-79.4662,-22665.6887
127.7648,10.7456,10939.7552,-79.4991,-22665.7291
127.7649,10.74,10939.7552,-79.4991,-22665.7291
127.7671,10.731,10939.7656,-79.469,-22665.807
127.769,10.7052,10939.7636,-79.4583,-22665.8142
127.768,10.6795,10939.7636,-79.4583,-22665.8142
127.7693,10.6561,10939.7668,-79.3977,-22665.8244
127.7679,10.6497,10939.7668,-79.3977,-22665.8244
127.767,10.6525,10939.7664,-79.4081,-22665.7879
127.764,10.6581,10939.7669,-79.43,-22665.8071
127.7656,10.6615,10939.7669,-79.43,-22665.8071
127.7633,10.6575,10939.7756,-79.4602,-22665.8247
127.766,10.6651,10939.7756,-79.4602,-22665.8247
127.7641,10.6645,10939.7778,-79.4561,-22665.876
127.7614,10.6662,10939.7825,-79.4565,-22665.8466
127.7585,10.6758,10939.7825,-79.4565,-22665.8466
127.7557,10.6844,10939.7828,-79.551,-22665.7957
127.7594,10.6815,10939.7828,-79.551,-22665.7957
127.7569,10.6923,10939.7934,-79.5353,-22665.8125
127.7518,10.6759,10939.7917,-79.5367,-22665.828
127.7522,10.6913,10939.7917,-79.5367,-22665.828
127.7509,10.6863,10939.7887,-79.5242,-22665.8633
127.7488,10.6823,10939.7887,-79.5242,-22665.8633
127.7478,10.6841,10939.7855,-79.5682,-22665.8892
127.7476,10.6892,10939.7892,-79.6102,-22665.927
127.7491,10.6876,10939.7892,-79.6102,-22665.927
127.7478,10.6893,10939.7804,-79.6348,-22665.9262
127.7488,10.6937,10939.7804,-79.6348,-22665.9262
127.747,10.7001,10939.7737,-79.611,-22665.8859
127.7474,10.7057,10939.7592,-79.6017,-22665.7884
127.7463,10.7126,10939.7592,-79.6017,-22665.7884
127.7458,10.7147,10939.7553,-79.5463,-22665.7724
127.7444,10.715,10939.7553,-79.5463,-22665.7724
127.7456,10.7364,10939.7526,-79.5238,-22665.7603
127.7463,10.7464,10939.7645,-79.4879,-22665.8051
127.7468,10.7643,10939.7645,-79.4879,-22665.8051
127.749,10.7743,10939.7775,-79.4555,-22665.7744
127.7513,10.7959,10939.7775,-79.4555,-22665.7744
127.7512,10.822,10939.7756,-79.4688,-22665.7696
127.751,10.8403,10939.7896,-79.4648,-22665.7476
127.7527,10.8525,10939.7896,-79.4648,-22665.7476
127.7538,10.867,10939.7871,-79.4684,-22665.7186
127.756,10.8721,10939.7871,-79.4684,-22665.7186
127.7541,10.8932,10939.7886,-79.4744,-22665.716
127.7528,10.8908,10939.7707,-79.5475,-22665.6741
127.7532,10.9032,10939.7707,-79.5475,-22665.6741
127.7534,10.9065,10939.7663,-79.5816,-22665.652
127.752,10.9094,10939.767,-79.5777,-22665.6461
127.7523,10.9169,10939.767,-79.5777,-22665.6461
127.7531,10.9241,10939.7829,-79.5984,-22665.6568
127.7542,10.9219,10939.7829,-79.5984,-22665.6568
127.7524,10.9249,10939.7799,-79.6176,-22665.6643
127.7521,10.9325,10939.7808,-79.6283,-22665.6644
127.7508,10.9414,10939.7808,-79.6283,-22665.6644
127.7539,10.9478,10939.7771,-79.6144,-22665.6907
127.7571,10.9334,10939.7771,-79.6144,-22665.6907
127.7586,10.9315,10939.7696,-79.5894,-22665.677
127.761,10.9144,10939.7692,-79.5726,-22665.6805
127.7628,10.905,10939.7692,-79.5726,-22665.6805
127.7622,10.8989,10939.7664,-79.5725,-22665.6097
127.7639,10.9015,10939.7664,-79.5725,-22665.6097
127.7653,10.8943,10939.775,-79.6072,-22665.619
127.7662,10.8932,10939.7843,-79.6198,-22665.6474
127.7669,10.8966,10939.7843,-79.6198,-22665.6474
127.7693,10.8948,10939.7912,-79.5698,-22665.6749
127.7713,10.8911,10939.7912,-79.5698,-22665.6749
127.7733,10.9045,10939.783,-79.5719,-22665.6988
127.7742,10.8981,10939.7772,-79.5754,-22665.6709
127.7739,10.9096,10939.7772,-79.5754,-22665.6709
127.7751,10.8883,10939.7719,-79.6006,-22665.6745
127.7766,10.9099,10939.7719,-79.6006,-22665.6745
127.7789,10.9135,10939.7718,-79.5965,-22665.6616
127.7791,10.9156,10939.7782,-79.6301,-22665.671
127.7815,10.9219,10939.7782,-79.6301,-22665.671
127.7852,10.9258,10939.7857,-79.6208,-22665.6505
127.7856,10.9282,10939.7857,-79.6208,-22665.6505
127.787,10.9311,10939.7906,-79.6141,-22665.6211
127.7874,10.9291,10939.8041,-79.5913,-22665.6131
127.7885,10.9323,10939.8041,-79.5913,-22665.6131
127.7895,10.9355,10939.7963,-79.6275,-22665.6397
127.7893,10.935,10939.7963,-79.6275,-22665.6397
127.7903,10.9396,10939.7937,-79.6268,-22665.6563
127.7923,10.9274,10939.7713,-79.6265,-22665.6242
127.7923,10.9396,10939.7713,-79.6265,-22665.6242
